Day,Suceptible,Exposed,Infected_asymptomatic,Infected_presymptomatic,Infected_symptomatic,Recovered,Hospitalized,Death,R_null
0,235,0,0,1,0,0,0,0,0
1,234,1,0,1,0,0,0,0,0
2,233,2,0,1,0,0,0,0,0
3,233,2,0,0,1,0,0,0,0
4,233,1,0,1,1,0,0,0,0
5,233,0,0,2,1,0,0,0,0
6,233,0,0,2,1,0,0,0,0
7,233,0,0,2,1,0,0,0,0
8,233,0,0,1,1,1,0,0,2.0
9,230,3,0,0,2,1,0,0,2.0
10,230,3,0,0,2,1,0,0,2.0
11,228,5,0,0,2,1,0,0,2.0
12,228,2,3,0,2,1,0,0,2.0
13,227,3,3,0,1,2,0,0,2.5
14,225,3,4,1,0,3,0,0,3.3333333333333335
15,225,3,4,1,0,3,0,0,3.3333333333333335
16,224,3,5,1,0,3,0,0,3.3333333333333335
17,223,2,5,3,0,3,0,0,3.3333333333333335
18,221,4,5,2,1,3,0,0,3.3333333333333335
19,221,3,2,3,1,6,0,0,3.3333333333333335
20,220,3,3,3,1,6,0,0,3.3333333333333335
21,220,1,3,2,3,7,0,0,3.3333333333333335
22,220,1,3,2,3,7,0,0,3.3333333333333335
23,218,2,2,2,3,9,0,0,3.0
24,215,5,2,2,3,9,0,0,3.0
25,214,6,2,1,4,9,0,0,3.0
26,213,5,3,2,2,11,0,0,2.7142857142857144
27,211,4,3,3,3,12,0,0,2.7142857142857144
28,209,5,3,3,2,14,0,0,2.875
29,209,4,3,4,2,14,0,0,2.875
